tweet_id,favorites,retweets
667550904950915073,0,35
667550882905632768,0,33
667549055577362432,5831,2314
667546741521195010,337,126
667544320556335104,872,531
667538891197542400,205,66
667534815156183040,821,548
667530908589760512,472,242
667524857454854144,1707,1121
667517642048163840,367,193
667509364010450944,6812,2152
667502640335572993,535,221
667495797102141441,520,274
667491009379606528,532,231
667470559035432960,258,100
667455448082227200,190,60
667453023279554560,313,91
667443425659232256,781,583
667437278097252352,448,240
667435689202614272,305,84
667405339315146752,467,221
667393430834667520,194,57
667369227918143488,365,164
667211855547486208,492,243
667200525029539841,615,261
667192066997374976,384,108
667188689915760640,743,418
667182792070062081,14366,6250
667177989038297088,191,55
667176164155375616,609,464
667174963120574464,245,84
667171260800061440,221,91
667165590075940865,2692,1146
667160273090932737,256,62
667152164079423490,47804,17188
667138269671505920,4603,2217
667119796878725120,329,128
667090893657276420,330,127
667073648344346624,402,121
667070482143944705,81,14
667065535570550784,165,48
667062181243039745,215,54
667044094246576128,182,51
667012601033924608,443,225
666996132027977728,243,94
666983947667116034,2542,984
666837028449972224,816,554
666835007768551424,214,80
666826780179869698,253,97
666817836334096384,516,251
666804364988780544,239,93
666786068205871104,757,484
666781792255496192,385,192
666776908487630848,347,174
666739327293083650,235,66
666701168228331520,427,219
666691418707132416,186,47
666649482315059201,1112,620
666644823164719104,228,80
666454714377183233,515,208
666447344410484738,103,20
666437273139982337,123,47
666435652385423360,163,53
666430724426358785,310,195
666428276349472768,163,82
666421158376562688,313,111
666418789513326592,122,45
666411507551481857,435,322
666407126856765440,105,40
666396247373291520,162,83
666373753744588802,182,89
666362758909284353,760,561
666353288456101888,215,71
666345417576210432,286,132
666337882303524864,191,90
666293911632134144,489,344
666287406224695296,144,64
666273097616637952,171,76
666268910803644416,100,35
666104133288665088,14052,6399
666102155909144576,78,11
666099513787052032,151,66
666094000022159362,162,72
666082916733198337,114,44
666073100786774016,315,159
666071193221509120,143,58
666063827256086533,466,213
666058600524156928,109,57
666057090499244032,290,138
666055525042405380,429,235
666051853826850816,1200,831
666050758794694657,130,59
666049248165822465,106,43
666044226329800704,293,138
666033412701032449,123,43
666029285002620928,125,47
666020888022790149,2532,499
